Repo,Folder Path,Has Docker,Port,PoC Logic,Show Description,Vulnerabilities
marmotedu_iam,local_repos/marmotedu_iam,Yes,,RCE,"This repository provides lfi/rfi, sql injection, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection', 'RCE', 'Path Traversal', 'Header Injection', 'SSRF']"
pentestmonkey_windows-privesc-check,local_repos/pentestmonkey_windows-privesc-check,No,,RCE,"This repository provides xss, path traversal, sql injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Path Traversal', 'SQL Injection', 'Deserialization', 'RCE', 'LFI/RFI']"
authz0,local_repos/authz0,Yes,,"RCE, Auth Bypass","This repository provides rce, lfi/rfi, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Header Injection']"
LemonBooster-v2,local_repos/LemonBooster-v2,No,,XSS,"This repository provides ssrf, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'Path Traversal', 'RCE']"
gitea,local_repos/gitea,Yes,3000,"RCE, SQL Injection","This repository provides sql injection, xss, header injection proof-of-concept with Docker deployment on port 3000 demonstrating web-based attack vectors.","['SQL Injection', 'XSS', 'Header Injection', 'RCE', 'LFI/RFI', 'Path Traversal', 'SSRF']"
IIS-ShortName-Scanner,local_repos/IIS-ShortName-Scanner,Yes,,"RCE, Auth Bypass","This repository provides rce, header injection, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'LFI/RFI', 'SSRF', 'Path Traversal']"
Systemizer,local_repos/Systemizer,No,,RCE,"This repository provides lfi/rfi, sql injection, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection', 'XSS', 'RCE', 'Header Injection', 'Path Traversal']"
SCTF2020,local_repos/SCTF2020,Yes,,RCE,"This repository provides rce, lfi/rfi, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SQL Injection', 'SSRF', 'XSS', 'Path Traversal', 'Header Injection', 'Deserialization']"
arch-rtorrentvpn,local_repos/arch-rtorrentvpn,Yes,9443,RCE,"This repository provides lfi/rfi, rce proof-of-concept with Docker deployment on port 9443 demonstrating web-based attack vectors.","['LFI/RFI', 'RCE']"
Nessus_Map,local_repos/Nessus_Map,No,,RCE,"This repository provides xss, lfi/rfi, rce proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'RCE', 'SQL Injection', 'Header Injection']"
ebpfkit,local_repos/ebpfkit,Yes,,RCE,"This repository provides rce, ssrf, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'SSRF', 'Path Traversal', 'SQL Injection']"
official-images,local_repos/official-images,Yes,,"RCE, RFI","This repository provides lfi/rfi, rce, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Path Traversal', 'SQL Injection', 'XSS', 'SSRF', 'Header Injection']"
kraken,local_repos/kraken,Yes,3,RCE,"This repository provides ssrf, lfi/rfi, xss proof-of-concept with Docker deployment on port 3 demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'XSS', 'Path Traversal', 'Header Injection', 'RCE', 'SQL Injection']"
Anti-Anti-Spider,local_repos/Anti-Anti-Spider,No,,RCE,"This repository provides sql injection, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'Path Traversal', 'XSS', 'SSRF', 'RCE', 'Header Injection']"
qc_classroom,local_repos/qc_classroom,No,,RCE,"This repository provides header injection, lfi/rfi, sql injection proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'SQL Injection', 'XSS', 'Path Traversal', 'RCE', 'SSRF']"
Agent-S,local_repos/Agent-S,No,,RCE,"This repository provides lfi/rfi, rce, ssrf proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'SSRF', 'Path Traversal', 'XSS', 'Deserialization', 'SQL Injection', 'Header Injection']"
baidu-netdisk-downloaderx,local_repos/baidu-netdisk-downloaderx,No,,RCE,"This repository provides lfi/rfi, rce, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Header Injection', 'SSRF', 'XSS', 'Path Traversal']"
LdapRecord,local_repos/LdapRecord,Yes,4,SQL Injection,"This repository provides lfi/rfi, sql injection, deserialization proof-of-concept with Docker deployment on port 4 demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection', 'Deserialization']"
pyinotify,local_repos/pyinotify,No,,RCE,"This repository provides rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI']"
bilibili-helper-o,local_repos/bilibili-helper-o,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SSRF', 'XSS', 'SQL Injection', 'Header Injection']"
Go-SCP,local_repos/Go-SCP,Yes,7,RCE,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept with Docker deployment on port 7 demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'SQL Injection', 'RCE', 'XSS']"
caddy,local_repos/caddy,No,,RCE,"This repository provides lfi/rfi, header injection, ssrf proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'SSRF', 'RCE', 'Path Traversal', 'SQL Injection', 'XSS']"
SycloverSecurity_SCTF2020,local_repos/SycloverSecurity_SCTF2020,Yes,,RCE,"This repository provides rce, lfi/rfi, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SQL Injection', 'SSRF', 'XSS', 'Path Traversal', 'Header Injection', 'Deserialization']"
docker-tt-rss-arm7,local_repos/docker-tt-rss-arm7,Yes,80,"RCE, RFI","This repository provides rce, ssrf, sql injection proof-of-concept with Docker deployment on port 80 demonstrating web-based attack vectors.","['RCE', 'SSRF', 'SQL Injection', 'LFI/RFI']"
LogESP,local_repos/LogESP,No,,RCE,"This repository provides lfi/rfi, rce, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Header Injection', 'Path Traversal']"
cve-search,local_repos/cve-search,No,,RCE,"This repository provides xss, rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE', 'LFI/RFI', 'Path Traversal', 'SSRF', 'SQL Injection', 'Deserialization', 'Header Injection']"
TheFatRat,local_repos/TheFatRat,No,,"RCE, XSS","This repository provides rce, lfi/rfi, header injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Header Injection', 'Path Traversal', 'XSS']"
yewtube,local_repos/yewtube,Yes,,RCE,"This repository provides lfi/rfi, rce, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'SSRF', 'Deserialization', 'SQL Injection', 'Path Traversal']"
APTRS,local_repos/APTRS,Yes,6379,RCE,"This repository provides lfi/rfi, ssrf, rce proof-of-concept with Docker deployment on port 6379 demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'RCE', 'Header Injection', 'SQL Injection', 'XSS']"
reflector,local_repos/reflector,No,,XSS,"This repository provides lfi/rfi, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS']"
xssblind,local_repos/xssblind,Yes,8080,XSS,"This repository provides header injection, lfi/rfi, xss proof-of-concept with Docker deployment on port 8080 demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'XSS', 'SQL Injection', 'RCE', 'SSRF', 'Path Traversal']"
story-flicks,local_repos/story-flicks,Yes,5173,XSS,"This repository provides ssrf, xss, lfi/rfi proof-of-concept with Docker deployment on port 5173 demonstrating web-based attack vectors.","['SSRF', 'XSS', 'LFI/RFI']"
clone-voice,local_repos/clone-voice,Yes,,RCE,"This repository provides rce, sql injection, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'SQL Injection', 'SSRF', 'Path Traversal', 'XSS', 'LFI/RFI', 'Header Injection']"
DeepSeek-RAG-Chatbot,local_repos/DeepSeek-RAG-Chatbot,Yes,8,RCE,"This repository provides header injection, ssrf, rce proof-of-concept with Docker deployment on port 8 demonstrating web-based attack vectors.","['Header Injection', 'SSRF', 'RCE', 'SQL Injection']"
sonarqube,local_repos/sonarqube,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'SSRF', 'SQL Injection', 'XSS', 'Deserialization']"
iiiusky_webrtc-proxy,local_repos/iiiusky_webrtc-proxy,No,,RCE,"This repository provides rce, header injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'Header Injection']"
cent,local_repos/cent,No,,"RCE, XSS","This repository provides rce, lfi/rfi, header injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Header Injection']"
python3-cookbook,local_repos/python3-cookbook,No,,RCE,"This repository provides sql injection, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'Path Traversal', 'SSRF', 'RCE', 'Deserialization']"
wultra_powerauth-cmd-tool,local_repos/wultra_powerauth-cmd-tool,No,,RCE,"This repository provides lfi/rfi, header injection, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'SQL Injection', 'SSRF']"
macOS_Big_Sur_icons_replacements,local_repos/macOS_Big_Sur_icons_replacements,No,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'SSRF']"
hueristiq_xurlfind3r,local_repos/hueristiq_xurlfind3r,Yes,,"RCE, LFI","This repository provides lfi/rfi, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection']"
woodpecker-appstore_springboot-vuldb,local_repos/woodpecker-appstore_springboot-vuldb,No,,RCE,This repository provides ssrf proof-of-concept demonstrating web-based attack vectors.,['SSRF']
VideoLingo,local_repos/VideoLingo,Yes,8501,RCE,"This repository provides rce, header injection, xss proof-of-concept with Docker deployment on port 8501 demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'XSS', 'SSRF', 'SQL Injection', 'LFI/RFI', 'Deserialization']"
awesome-kubernetes,local_repos/awesome-kubernetes,Yes,80,Web Application,Security research repository - awesome-kubernetes,[]
elki,local_repos/elki,No,,RCE,"This repository provides rce, lfi/rfi, header injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Header Injection', 'SQL Injection', 'XSS', 'Deserialization', 'Path Traversal']"
M4cs_traxss,local_repos/M4cs_traxss,Yes,,XSS,"This repository provides lfi/rfi, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection']"
flexidie,local_repos/flexidie,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'XSS', 'Header Injection', 'SQL Injection', 'Deserialization']"
locker,local_repos/locker,No,,RCE,Security research repository - locker,[]
DependencyCheck,local_repos/DependencyCheck,Yes,,RCE,"This repository provides lfi/rfi, rce, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Path Traversal', 'Header Injection', 'Deserialization', 'SSRF', 'XSS', 'SQL Injection']"
gpts-works,local_repos/gpts-works,Yes,,RCE,"This repository provides ssrf, sql injection, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'SQL Injection', 'Header Injection']"
Vulnogram,local_repos/Vulnogram,Yes,6,RCE,"This repository provides header injection, lfi/rfi, ssrf proof-of-concept with Docker deployment on port 6 demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'SSRF', 'Path Traversal', 'RCE', 'XSS', 'SQL Injection']"
BitTraversal,local_repos/BitTraversal,No,,Path Traversal,"This repository provides lfi/rfi, path traversal, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'XSS']"
brianwrf_hackUtils,local_repos/brianwrf_hackUtils,No,,"RCE, SQL Injection","This repository provides lfi/rfi, rce, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'SQL Injection', 'XSS', 'SSRF', 'Path Traversal', 'Deserialization']"
open-saas,local_repos/open-saas,No,,RCE,"This repository provides lfi/rfi, path traversal, ssrf proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'SSRF', 'XSS']"
JavaRansomware,local_repos/JavaRansomware,No,,RCE,This repository provides sql injection proof-of-concept demonstrating web-based attack vectors.,['SQL Injection']
abi_screenshot-to-code,local_repos/abi_screenshot-to-code,Yes,7001,RCE,"This repository provides ssrf, xss, lfi/rfi proof-of-concept with Docker deployment on port 7001 demonstrating web-based attack vectors.","['SSRF', 'XSS', 'LFI/RFI']"
presidentbeef_brakeman,local_repos/presidentbeef_brakeman,Yes,,RCE,"This repository provides sql injection, xss, deserialization proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'XSS', 'Deserialization', 'RCE', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'SSRF']"
Surfingkeys,local_repos/Surfingkeys,No,,"RCE, RFI","This repository provides sql injection, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'Path Traversal', 'XSS', 'RCE', 'SSRF']"
multimarkdown,local_repos/multimarkdown,No,,RCE,"This repository provides lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal']"
s3tk,local_repos/s3tk,Yes,,RCE,"This repository provides lfi/rfi, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection']"
bofhound,local_repos/bofhound,No,,RCE,"This repository provides lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal']"
jgraphx,local_repos/jgraphx,No,,RCE,"This repository provides lfi/rfi, header injection, rce proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'RCE', 'XSS', 'SQL Injection', 'Deserialization', 'Path Traversal']"
getredash_redash,local_repos/getredash_redash,Yes,5000,"RCE, SQL Injection","This repository provides header injection, lfi/rfi, xss proof-of-concept with Docker deployment on port 5000 demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'XSS', 'SSRF', 'Path Traversal', 'SQL Injection', 'RCE']"
rita-legacy,local_repos/rita-legacy,Yes,30,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept with Docker deployment on port 30 demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'Header Injection']"
DarkNet_ChineseTrading,local_repos/DarkNet_ChineseTrading,Yes,5,RCE,"This repository provides rce, ssrf proof-of-concept with Docker deployment on port 5 demonstrating web-based attack vectors.","['RCE', 'SSRF']"
hpthreatresearch_tools,local_repos/hpthreatresearch_tools,No,,RCE,"This repository provides rce, header injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'LFI/RFI']"
ctf-tools,local_repos/ctf-tools,No,,RCE,"This repository provides sql injection, ssrf, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'SSRF', 'LFI/RFI', 'RCE', 'Path Traversal', 'XSS', 'Header Injection', 'Deserialization']"
Gui774ume_ebpfkit,local_repos/Gui774ume_ebpfkit,Yes,,RCE,"This repository provides rce, ssrf, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'SSRF', 'Path Traversal', 'SQL Injection']"
inotify,local_repos/inotify,Yes,,XSS,"This repository provides lfi/rfi, ssrf, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'Path Traversal', 'XSS']"
Shiro-Action,local_repos/Shiro-Action,No,,RCE,"This repository provides ssrf, rce, header injection proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'RCE', 'Header Injection', 'XSS', 'SQL Injection', 'LFI/RFI', 'Path Traversal']"
